t_recv_ns,t_s,t_stamp_ns,frame_id,hardware_connected,analog_states_0,analog_states_1,analog_states_2,analog_states_3,analog_states_4,analog_states_5,digital_states_0,digital_states_1,digital_states_2,digital_states_3,digital_states_4,digital_states_5,digital_states_6,digital_states_7,digital_states_8,digital_states_9,digital_states_10,digital_states_11
21452180062528,3.7797991,1786372909696528110,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452200066784,3.7998034,1786372909716524387,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452220059168,3.8197957,1786372909736506586,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452240061184,3.8397978,1786372909756511741,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452259919744,3.8596563,1786372909776505133,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452280042336,3.8797789,1786372909796511595,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452300076320,3.8998129,1786372909816536657,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452320087072,3.9198236,1786372909836527936,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452340074848,3.9398114,1786372909856524053,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452360039328,3.9597759,1786372909876506919,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452380062560,3.9797991,1786372909896511097,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452400042432,3.999779,1786372909916504861,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452420037504,4.0197741,1786372909936511082,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452440062528,4.0397991,1786372909956532105,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452459972896,4.0597095,1786372909976527933,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452480071456,4.079808,1786372909996523539,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452500067776,4.0998044,1786372910016507538,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452520067104,4.1198037,1786372910036511349,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452540021472,4.139758,1786372910056504324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452560091072,4.1598276,1786372910076511222,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452580092064,4.1798286,1786372910096534601,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452600070304,4.1998069,1786372910116527495,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452620097792,4.2198344,1786372910136524326,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452640047392,4.239784,1786372910156507850,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452659907616,4.2596442,1786372910176511667,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452680056864,4.2797934,1786372910196504324,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452700030816,4.2997674,1786372910216511052,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452720058048,4.3197946,1786372910236531958,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21452740045568,4.3397821,1786372910256527709,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
